"","state","year","st","cfc","hcbs","bip","mcaid_exp","care","ltci","spouse_pay_mcaid","spouse_pay_st","first","start","rel_yr"
"1","AK",2000,1,0,0,0,0,0,0,0,0,NA,NA,NA
"2","AK",2001,1,0,0,0,0,0,0,0,0,NA,NA,NA
"3","AK",2002,1,0,0,0,0,0,0,0,0,NA,NA,NA
"4","AK",2003,1,0,0,0,0,0,0,0,0,NA,NA,NA
"5","AK",2004,1,0,0,0,0,0,0,0,0,NA,NA,NA
"6","AK",2005,1,0,0,0,0,0,0,0,0,NA,NA,NA
"7","AK",2006,1,0,0,0,0,0,0,0,0,NA,NA,NA
"8","AK",2007,1,0,0,0,0,0,0,0,0,NA,NA,NA
"9","AK",2008,1,0,0,0,0,0,0,0,0,NA,NA,NA
"10","AK",2009,1,0,0,0,0,0,0,0,0,NA,NA,NA
"11","AK",2010,1,0,0,0,0,0,0,0,0,NA,NA,NA
"12","AK",2011,1,0,0,0,0,0,0,0,0,NA,NA,NA
"13","AK",2012,1,0,0,0,0,0,0,0,0,NA,NA,NA
"14","AK",2013,1,0,0,0,0,0,0,0,0,NA,NA,NA
"15","AK",2014,1,0,0,0,0,0,0,0,0,NA,NA,NA
"16","AK",2015,1,0,0,0,1,0,0,0,0,NA,NA,NA
"17","AK",2016,1,0,0,0,1,0,0,0,0,NA,NA,NA
"18","AK",2017,1,0,0,0,1,1,0,0,0,NA,NA,NA
"19","AK",2018,1,0,0,0,1,1,0,0,0,NA,NA,NA
"20","AL",2000,2,0,0,0,0,0,1,NA,0,NA,NA,NA
"21","AL",2001,2,0,0,0,0,0,1,NA,0,NA,NA,NA
"22","AL",2002,2,0,0,0,0,0,1,NA,0,NA,NA,NA
"23","AL",2003,2,0,0,0,0,0,1,NA,0,NA,NA,NA
"24","AL",2004,2,0,0,0,0,0,1,NA,0,NA,NA,NA
"25","AL",2005,2,0,0,0,0,0,1,NA,0,NA,NA,NA
"26","AL",2006,2,0,0,0,0,0,1,NA,0,NA,NA,NA
"27","AL",2007,2,0,0,0,0,0,1,NA,0,NA,NA,NA
"28","AL",2008,2,0,0,0,0,0,1,NA,0,NA,NA,NA
"29","AL",2009,2,0,0,0,0,0,1,NA,0,NA,NA,NA
"30","AL",2010,2,0,0,0,0,0,1,NA,0,NA,NA,NA
"31","AL",2011,2,0,0,0,0,0,1,NA,0,NA,NA,NA
"32","AL",2012,2,0,0,0,0,0,1,NA,0,NA,NA,NA
"33","AL",2013,2,0,0,0,0,0,1,NA,0,NA,NA,NA
"34","AL",2014,2,0,0,0,0,0,1,NA,0,NA,NA,NA
"35","AL",2015,2,0,0,0,0,0,1,NA,0,NA,NA,NA
"36","AL",2016,2,0,0,0,0,0,1,NA,0,NA,NA,NA
"37","AL",2017,2,0,0,0,0,0,1,NA,0,NA,NA,NA
"38","AL",2018,2,0,0,0,0,0,1,NA,0,NA,NA,NA
"39","AR",2000,3,0,0,0,0,0,0,0,0,NA,NA,NA
"40","AR",2001,3,0,0,0,0,0,0,0,0,NA,NA,NA
"41","AR",2002,3,0,0,0,0,0,0,0,0,NA,NA,NA
"42","AR",2003,3,0,0,0,0,0,0,0,0,NA,NA,NA
"43","AR",2004,3,0,0,0,0,0,0,0,0,NA,NA,NA
"44","AR",2005,3,0,0,0,0,0,0,0,0,NA,NA,NA
"45","AR",2006,3,0,0,0,0,0,0,0,0,NA,NA,NA
"46","AR",2007,3,0,0,0,0,0,0,0,0,NA,NA,NA
"47","AR",2008,3,0,0,0,0,0,0,0,0,NA,NA,NA
"48","AR",2009,3,0,0,0,0,0,0,0,0,NA,NA,NA
"49","AR",2010,3,0,0,0,0,0,0,0,0,NA,NA,NA
"50","AR",2011,3,0,0,0,0,0,0,0,0,NA,NA,NA
"51","AR",2012,3,0,0,0,0,0,0,0,0,NA,NA,NA
"52","AR",2013,3,0,0,1,0,0,0,0,0,NA,NA,NA
"53","AR",2014,3,0,0,0,1,0,0,0,0,NA,NA,NA
"54","AR",2015,3,0,0,0,1,1,0,0,0,NA,NA,NA
"55","AR",2016,3,0,0,0,1,1,0,0,0,NA,NA,NA
"56","AR",2017,3,0,0,0,1,1,0,0,0,NA,NA,NA
"57","AR",2018,3,0,0,0,1,1,0,0,0,NA,NA,NA
"58","AZ",2000,4,0,0,0,0,0,0,0,0,NA,2008,-8
"59","AZ",2001,4,0,0,0,0,0,0,0,0,NA,2008,-7
"60","AZ",2002,4,0,0,0,0,0,0,0,0,NA,2008,-6
"61","AZ",2003,4,0,0,0,0,0,0,0,0,NA,2008,-5
"62","AZ",2004,4,0,0,0,0,0,0,0,0,NA,2008,-4
"63","AZ",2005,4,0,0,0,0,0,0,0,0,NA,2008,-3
"64","AZ",2006,4,0,0,0,0,0,0,0,0,NA,2008,-2
"65","AZ",2007,4,0,0,0,0,0,0,0,0,NA,2008,-1
"66","AZ",2008,4,0,0,0,0,0,0,1,0,2008,2008,0
"67","AZ",2009,4,0,0,0,0,0,0,1,0,NA,2008,1
"68","AZ",2010,4,0,0,0,0,0,0,1,0,NA,2008,2
"69","AZ",2011,4,0,0,0,0,0,0,1,0,NA,2008,3
"70","AZ",2012,4,0,0,0,0,0,0,1,0,NA,2008,4
"71","AZ",2013,4,0,0,0,0,0,0,1,0,NA,2008,5
"72","AZ",2014,4,0,0,0,1,0,0,1,0,NA,2008,6
"73","AZ",2015,4,0,0,0,1,0,0,1,0,NA,2008,7
"74","AZ",2016,4,0,0,0,1,0,0,1,0,NA,2008,8
"75","AZ",2017,4,0,0,0,1,0,0,1,0,NA,2008,9
"76","AZ",2018,4,0,0,0,1,0,0,1,0,NA,2008,10
"77","CA",2000,5,0,0,0,0,0,0,0,0,NA,2005,-5
"78","CA",2001,5,0,0,0,0,0,0,0,0,NA,2005,-4
"79","CA",2002,5,0,0,0,0,0,0,0,0,NA,2005,-3
"80","CA",2003,5,0,0,0,0,0,0,0,0,NA,2005,-2
"81","CA",2004,5,0,0,0,0,0,0,0,0,NA,2005,-1
"82","CA",2005,5,0,0,0,0,0,0,1,0,2005,2005,0
"83","CA",2006,5,0,0,0,0,0,0,1,0,NA,2005,1
"84","CA",2007,5,0,0,0,0,0,0,1,0,NA,2005,2
"85","CA",2008,5,0,0,0,0,0,0,1,0,NA,2005,3
"86","CA",2009,5,0,0,0,0,0,0,1,0,NA,2005,4
"87","CA",2010,5,0,0,0,1,0,0,1,0,NA,2005,5
"88","CA",2011,5,0,0,0,1,0,0,1,0,NA,2005,6
"89","CA",2012,5,1,1,0,1,0,0,1,0,NA,2005,7
"90","CA",2013,5,1,1,0,1,0,0,1,0,NA,2005,8
"91","CA",2014,5,1,1,0,1,0,0,1,0,NA,2005,9
"92","CA",2015,5,1,1,0,1,0,0,1,0,NA,2005,10
"93","CA",2016,5,1,1,0,1,1,0,1,0,NA,2005,11
"94","CA",2017,5,1,1,0,1,1,0,1,0,NA,2005,12
"95","CA",2018,5,1,1,0,1,1,0,1,0,NA,2005,13
"96","CO",2000,6,0,0,0,0,0,1,0,0,NA,2015,-15
"97","CO",2001,6,0,0,0,0,0,1,0,0,NA,2015,-14
"98","CO",2002,6,0,0,0,0,0,1,0,0,NA,2015,-13
"99","CO",2003,6,0,0,0,0,0,1,0,0,NA,2015,-12
"100","CO",2004,6,0,0,0,0,0,1,0,0,NA,2015,-11
"101","CO",2005,6,0,0,0,0,0,1,0,0,NA,2015,-10
"102","CO",2006,6,0,0,0,0,0,1,0,0,NA,2015,-9
"103","CO",2007,6,0,0,0,0,0,1,0,0,NA,2015,-8
"104","CO",2008,6,0,0,0,0,0,1,0,0,NA,2015,-7
"105","CO",2009,6,0,0,0,0,0,1,0,0,NA,2015,-6
"106","CO",2010,6,0,0,0,0,0,1,0,0,NA,2015,-5
"107","CO",2011,6,0,0,0,0,0,1,0,0,NA,2015,-4
"108","CO",2012,6,0,1,0,0,0,1,0,0,NA,2015,-3
"109","CO",2013,6,0,1,0,0,0,1,0,0,NA,2015,-2
"110","CO",2014,6,0,1,0,1,0,1,0,0,NA,2015,-1
"111","CO",2015,6,0,1,0,1,1,1,1,0,2015,2015,0
"112","CO",2016,6,0,1,0,1,1,1,1,0,NA,2015,1
"113","CO",2017,6,0,1,0,1,1,1,1,0,NA,2015,2
"114","CO",2018,6,0,1,0,1,1,1,1,0,NA,2015,3
"115","CT",2000,7,0,0,0,0,0,0,0,0,NA,NA,NA
"116","CT",2001,7,0,0,0,0,0,0,0,0,NA,NA,NA
"117","CT",2002,7,0,0,0,0,0,0,0,0,NA,NA,NA
"118","CT",2003,7,0,0,0,0,0,0,0,0,NA,NA,NA
"119","CT",2004,7,0,0,0,0,0,0,0,0,NA,NA,NA
"120","CT",2005,7,0,0,0,0,0,0,0,0,NA,NA,NA
"121","CT",2006,7,0,0,0,0,0,0,0,0,NA,NA,NA
"122","CT",2007,7,0,0,0,0,0,0,0,0,NA,NA,NA
"123","CT",2008,7,0,0,0,0,0,0,0,0,NA,NA,NA
"124","CT",2009,7,0,0,0,0,0,0,0,0,NA,NA,NA
"125","CT",2010,7,0,0,0,0,0,0,0,0,NA,NA,NA
"126","CT",2011,7,0,0,0,0,0,0,0,0,NA,NA,NA
"127","CT",2012,7,0,1,0,0,0,0,0,0,NA,NA,NA
"128","CT",2013,7,0,1,1,0,0,0,0,0,NA,NA,NA
"129","CT",2014,7,0,1,1,0,0,0,0,0,NA,NA,NA
"130","CT",2015,7,1,1,1,0,1,0,0,0,NA,NA,NA
"131","CT",2016,7,1,1,0,0,1,0,0,0,NA,NA,NA
"132","CT",2017,7,1,1,0,0,1,0,0,0,NA,NA,NA
"133","CT",2018,7,1,1,0,0,1,0,0,0,NA,NA,NA
"134","DC",2000,8,0,0,0,0,0,0,0,0,NA,NA,NA
"135","DC",2001,8,0,0,0,0,0,0,0,0,NA,NA,NA
"136","DC",2002,8,0,0,0,0,0,0,0,0,NA,NA,NA
"137","DC",2003,8,0,0,0,0,0,0,0,0,NA,NA,NA
"138","DC",2004,8,0,0,0,0,0,0,0,0,NA,NA,NA
"139","DC",2005,8,0,0,0,0,0,1,0,0,NA,NA,NA
"140","DC",2006,8,0,0,0,0,0,1,0,0,NA,NA,NA
"141","DC",2007,8,0,0,0,0,0,1,0,0,NA,NA,NA
"142","DC",2008,8,0,0,0,0,0,1,0,0,NA,NA,NA
"143","DC",2009,8,0,0,0,0,0,1,0,0,NA,NA,NA
"144","DC",2010,8,0,0,0,0,0,1,0,0,NA,NA,NA
"145","DC",2011,8,0,0,0,1,0,1,0,0,NA,NA,NA
"146","DC",2012,8,0,0,0,1,0,1,0,0,NA,NA,NA
"147","DC",2013,8,0,0,0,1,0,1,0,0,NA,NA,NA
"148","DC",2014,8,0,0,0,1,0,1,0,0,NA,NA,NA
"149","DC",2015,8,0,0,0,1,0,1,0,0,NA,NA,NA
"150","DC",2016,8,0,0,0,1,1,1,0,0,NA,NA,NA
"151","DC",2017,8,0,0,0,1,1,1,0,0,NA,NA,NA
"152","DC",2018,8,0,0,0,1,1,1,0,0,NA,NA,NA
"153","DE",2000,9,0,0,0,0,0,0,0,0,NA,2011,-11
"154","DE",2001,9,0,0,0,0,0,0,0,0,NA,2011,-10
"155","DE",2002,9,0,0,0,0,0,0,0,0,NA,2011,-9
"156","DE",2003,9,0,0,0,0,0,0,0,0,NA,2011,-8
"157","DE",2004,9,0,0,0,0,0,0,0,0,NA,2011,-7
"158","DE",2005,9,0,0,0,0,0,0,0,0,NA,2011,-6
"159","DE",2006,9,0,0,0,0,0,0,0,0,NA,2011,-5
"160","DE",2007,9,0,0,0,0,0,0,0,0,NA,2011,-4
"161","DE",2008,9,0,0,0,0,0,0,0,0,NA,2011,-3
"162","DE",2009,9,0,0,0,0,0,0,0,0,NA,2011,-2
"163","DE",2010,9,0,0,0,0,0,0,0,0,NA,2011,-1
"164","DE",2011,9,0,0,0,0,0,0,1,0,2011,2011,0
"165","DE",2012,9,0,0,0,0,0,0,0,0,NA,2011,1
"166","DE",2013,9,0,1,0,0,0,0,0,0,NA,2011,2
"167","DE",2014,9,0,1,0,1,0,0,0,0,NA,2011,3
"168","DE",2015,9,0,1,0,1,0,0,0,0,NA,2011,4
"169","DE",2016,9,0,1,0,1,0,0,0,0,NA,2011,5
"170","DE",2017,9,0,1,0,1,1,0,0,0,NA,2011,6
"171","DE",2018,9,0,1,0,1,1,0,0,0,NA,2011,7
"172","FL",2000,10,0,0,0,0,0,0,0,0,NA,2014,-14
"173","FL",2001,10,0,0,0,0,0,0,0,0,NA,2014,-13
"174","FL",2002,10,0,0,0,0,0,0,0,0,NA,2014,-12
"175","FL",2003,10,0,0,0,0,0,0,0,0,NA,2014,-11
"176","FL",2004,10,0,0,0,0,0,0,0,0,NA,2014,-10
"177","FL",2005,10,0,0,0,0,0,0,0,0,NA,2014,-9
"178","FL",2006,10,0,0,0,0,0,0,0,0,NA,2014,-8
"179","FL",2007,10,0,0,0,0,0,0,0,0,NA,2014,-7
"180","FL",2008,10,0,0,0,0,0,0,0,0,NA,2014,-6
"181","FL",2009,10,0,0,0,0,0,0,0,0,NA,2014,-5
"182","FL",2010,10,0,0,0,0,0,0,0,0,NA,2014,-4
"183","FL",2011,10,0,0,0,0,0,0,0,0,NA,2014,-3
"184","FL",2012,10,0,0,0,0,0,0,0,0,NA,2014,-2
"185","FL",2013,10,0,0,0,0,0,0,0,0,NA,2014,-1
"186","FL",2014,10,0,0,0,0,0,0,1,0,2014,2014,0
"187","FL",2015,10,0,0,0,0,0,0,1,0,NA,2014,1
"188","FL",2016,10,0,0,0,0,0,0,1,0,NA,2014,2
"189","FL",2017,10,0,0,0,0,0,0,1,0,NA,2014,3
"190","FL",2018,10,0,0,0,0,0,0,1,0,NA,2014,4
"191","GA",2000,11,0,0,0,0,0,0,0,0,NA,NA,NA
"192","GA",2001,11,0,0,0,0,0,0,0,0,NA,NA,NA
"193","GA",2002,11,0,0,0,0,0,0,0,0,NA,NA,NA
"194","GA",2003,11,0,0,0,0,0,0,0,0,NA,NA,NA
"195","GA",2004,11,0,0,0,0,0,0,0,0,NA,NA,NA
"196","GA",2005,11,0,0,0,0,0,0,0,0,NA,NA,NA
"197","GA",2006,11,0,0,0,0,0,0,0,0,NA,NA,NA
"198","GA",2007,11,0,0,0,0,0,0,0,0,NA,NA,NA
"199","GA",2008,11,0,0,0,0,0,0,0,0,NA,NA,NA
"200","GA",2009,11,0,0,0,0,0,0,0,0,NA,NA,NA
"201","GA",2010,11,0,0,0,0,0,0,0,0,NA,NA,NA
"202","GA",2011,11,0,0,0,0,0,0,0,0,NA,NA,NA
"203","GA",2012,11,0,0,0,0,0,0,0,0,NA,NA,NA
"204","GA",2013,11,0,0,1,0,0,0,0,0,NA,NA,NA
"205","GA",2014,11,0,0,1,0,0,0,0,0,NA,NA,NA
"206","GA",2015,11,0,0,1,0,0,0,0,0,NA,NA,NA
"207","GA",2016,11,0,0,0,0,0,0,0,0,NA,NA,NA
"208","GA",2017,11,0,0,0,0,0,0,0,0,NA,NA,NA
"209","GA",2018,11,0,0,0,0,0,0,0,0,NA,NA,NA
"210","HI",2000,12,0,0,0,0,0,0,0,0,NA,NA,NA
"211","HI",2001,12,0,0,0,0,0,0,0,0,NA,NA,NA
"212","HI",2002,12,0,0,0,0,0,0,0,0,NA,NA,NA
"213","HI",2003,12,0,0,0,0,0,0,0,0,NA,NA,NA
"214","HI",2004,12,0,0,0,0,0,0,0,0,NA,NA,NA
"215","HI",2005,12,0,0,0,0,0,0,0,0,NA,NA,NA
"216","HI",2006,12,0,0,0,0,0,0,0,0,NA,NA,NA
"217","HI",2007,12,0,0,0,0,0,0,0,0,NA,NA,NA
"218","HI",2008,12,0,0,0,0,0,0,0,0,NA,NA,NA
"219","HI",2009,12,0,0,0,0,0,0,0,0,NA,NA,NA
"220","HI",2010,12,0,0,0,0,0,0,0,0,NA,NA,NA
"221","HI",2011,12,0,0,0,0,0,0,0,0,NA,NA,NA
"222","HI",2012,12,0,0,0,0,0,0,0,0,NA,NA,NA
"223","HI",2013,12,0,0,0,0,0,0,0,0,NA,NA,NA
"224","HI",2014,12,0,0,0,1,0,0,0,0,NA,NA,NA
"225","HI",2015,12,0,0,0,1,0,0,0,0,NA,NA,NA
"226","HI",2016,12,0,0,0,1,0,0,0,0,NA,NA,NA
"227","HI",2017,12,0,0,0,1,1,0,0,0,NA,NA,NA
"228","HI",2018,12,0,0,0,1,1,0,0,0,NA,NA,NA
"229","IA",2000,13,0,0,0,0,0,1,NA,0,NA,NA,NA
"230","IA",2001,13,0,0,0,0,0,1,NA,0,NA,NA,NA
"231","IA",2002,13,0,0,0,0,0,1,NA,0,NA,NA,NA
"232","IA",2003,13,0,0,0,0,0,1,NA,0,NA,NA,NA
"233","IA",2004,13,0,0,0,0,0,1,NA,0,NA,NA,NA
"234","IA",2005,13,0,0,0,0,0,1,NA,0,NA,NA,NA
"235","IA",2006,13,0,0,0,0,0,1,NA,0,NA,NA,NA
"236","IA",2007,13,0,0,0,0,0,1,NA,0,NA,NA,NA
"237","IA",2008,13,0,0,0,0,0,1,NA,0,NA,NA,NA
"238","IA",2009,13,0,0,0,0,0,1,NA,0,NA,NA,NA
"239","IA",2010,13,0,0,0,0,0,1,NA,0,NA,NA,NA
"240","IA",2011,13,0,0,0,0,0,1,NA,0,NA,NA,NA
"241","IA",2012,13,0,1,0,0,0,1,NA,0,NA,NA,NA
"242","IA",2013,13,0,1,1,0,0,1,NA,0,NA,NA,NA
"243","IA",2014,13,0,1,0,1,0,1,NA,0,NA,NA,NA
"244","IA",2015,13,0,1,0,1,0,1,NA,0,NA,NA,NA
"245","IA",2016,13,0,1,0,1,0,1,NA,0,NA,NA,NA
"246","IA",2017,13,0,1,0,1,0,1,NA,0,NA,NA,NA
"247","IA",2018,13,0,1,0,1,0,1,NA,0,NA,NA,NA
"248","ID",2000,14,0,0,0,0,0,0,0,0,NA,NA,NA
"249","ID",2001,14,0,0,0,0,0,1,0,0,NA,NA,NA
"250","ID",2002,14,0,0,0,0,0,1,0,0,NA,NA,NA
"251","ID",2003,14,0,0,0,0,0,1,0,0,NA,NA,NA
"252","ID",2004,14,0,0,0,0,0,1,0,0,NA,NA,NA
"253","ID",2005,14,0,0,0,0,0,1,0,0,NA,NA,NA
"254","ID",2006,14,0,0,0,0,0,1,0,0,NA,NA,NA
"255","ID",2007,14,0,0,0,0,0,1,0,0,NA,NA,NA
"256","ID",2008,14,0,0,0,0,0,1,0,0,NA,NA,NA
"257","ID",2009,14,0,0,0,0,0,1,0,0,NA,NA,NA
"258","ID",2010,14,0,0,0,0,0,1,0,0,NA,NA,NA
"259","ID",2011,14,0,0,0,0,0,1,0,0,NA,NA,NA
"260","ID",2012,14,0,1,0,0,0,1,0,0,NA,NA,NA
"261","ID",2013,14,0,1,0,0,0,1,0,0,NA,NA,NA
"262","ID",2014,14,0,1,0,0,0,1,0,0,NA,NA,NA
"263","ID",2015,14,0,1,0,0,0,1,0,0,NA,NA,NA
"264","ID",2016,14,0,1,0,0,0,1,0,0,NA,NA,NA
"265","ID",2017,14,0,1,0,0,0,1,0,0,NA,NA,NA
"266","ID",2018,14,0,1,0,0,0,1,0,0,NA,NA,NA
"267","IL",2000,15,0,0,0,0,0,0,0,0,NA,NA,NA
"268","IL",2001,15,0,0,0,0,0,0,0,0,NA,NA,NA
"269","IL",2002,15,0,0,0,0,0,0,0,0,NA,NA,NA
"270","IL",2003,15,0,0,0,0,0,0,0,0,NA,NA,NA
"271","IL",2004,15,0,0,0,0,0,0,0,0,NA,NA,NA
"272","IL",2005,15,0,0,0,0,0,0,0,0,NA,NA,NA
"273","IL",2006,15,0,0,0,0,0,0,0,0,NA,NA,NA
"274","IL",2007,15,0,0,0,0,0,0,0,0,NA,NA,NA
"275","IL",2008,15,0,0,0,0,0,0,0,0,NA,NA,NA
"276","IL",2009,15,0,0,0,0,0,0,0,0,NA,NA,NA
"277","IL",2010,15,0,0,0,0,0,0,0,0,NA,NA,NA
"278","IL",2011,15,0,0,0,0,0,0,0,0,NA,NA,NA
"279","IL",2012,15,0,0,0,0,0,0,0,0,NA,NA,NA
"280","IL",2013,15,0,0,1,0,0,0,0,0,NA,NA,NA
"281","IL",2014,15,0,0,1,1,0,0,0,0,NA,NA,NA
"282","IL",2015,15,0,0,1,1,0,0,0,0,NA,NA,NA
"283","IL",2016,15,0,0,0,1,1,0,0,0,NA,NA,NA
"284","IL",2017,15,0,0,0,1,1,0,0,0,NA,NA,NA
"285","IL",2018,15,0,0,0,1,1,0,0,0,NA,NA,NA
"286","IN",2000,16,0,0,0,0,0,1,0,0,NA,NA,NA
"287","IN",2001,16,0,0,0,0,0,1,0,0,NA,NA,NA
"288","IN",2002,16,0,0,0,0,0,1,0,0,NA,NA,NA
"289","IN",2003,16,0,0,0,0,0,1,0,0,NA,NA,NA
"290","IN",2004,16,0,0,0,0,0,1,0,0,NA,NA,NA
"291","IN",2005,16,0,0,0,0,0,1,0,0,NA,NA,NA
"292","IN",2006,16,0,0,0,0,0,1,0,0,NA,NA,NA
"293","IN",2007,16,0,0,0,0,0,1,0,0,NA,NA,NA
"294","IN",2008,16,0,0,0,0,0,1,0,0,NA,NA,NA
"295","IN",2009,16,0,0,0,0,0,1,0,0,NA,NA,NA
"296","IN",2010,16,0,0,0,0,0,1,0,0,NA,NA,NA
"297","IN",2011,16,0,0,0,0,0,1,0,0,NA,NA,NA
"298","IN",2012,16,0,0,0,0,0,1,0,0,NA,NA,NA
"299","IN",2013,16,0,0,1,0,0,1,0,0,NA,NA,NA
"300","IN",2014,16,0,1,0,0,0,1,0,0,NA,NA,NA
"301","IN",2015,16,0,1,0,1,0,1,0,0,NA,NA,NA
"302","IN",2016,16,0,1,0,1,1,1,0,0,NA,NA,NA
"303","IN",2017,16,0,1,0,1,1,1,0,0,NA,NA,NA
"304","IN",2018,16,0,1,0,1,1,1,0,0,NA,NA,NA
"305","KS",2000,17,0,0,0,0,0,0,NA,0,NA,NA,NA
"306","KS",2001,17,0,0,0,0,0,0,NA,0,NA,NA,NA
"307","KS",2002,17,0,0,0,0,0,0,NA,0,NA,NA,NA
"308","KS",2003,17,0,0,0,0,0,0,NA,0,NA,NA,NA
"309","KS",2004,17,0,0,0,0,0,0,NA,0,NA,NA,NA
"310","KS",2005,17,0,0,0,0,0,1,NA,0,NA,NA,NA
"311","KS",2006,17,0,0,0,0,0,1,NA,0,NA,NA,NA
"312","KS",2007,17,0,0,0,0,0,1,NA,0,NA,NA,NA
"313","KS",2008,17,0,0,0,0,0,1,NA,0,NA,NA,NA
"314","KS",2009,17,0,0,0,0,0,1,NA,0,NA,NA,NA
"315","KS",2010,17,0,0,0,0,0,1,NA,0,NA,NA,NA
"316","KS",2011,17,0,0,0,0,0,1,NA,0,NA,NA,NA
"317","KS",2012,17,0,0,0,0,0,1,NA,0,NA,NA,NA
"318","KS",2013,17,0,0,0,0,0,1,NA,0,NA,NA,NA
"319","KS",2014,17,0,0,0,0,0,1,NA,0,NA,NA,NA
"320","KS",2015,17,0,0,0,0,0,1,NA,0,NA,NA,NA
"321","KS",2016,17,0,0,0,0,0,1,NA,0,NA,NA,NA
"322","KS",2017,17,0,0,0,0,0,1,NA,0,NA,NA,NA
"323","KS",2018,17,0,0,0,0,1,1,NA,0,NA,NA,NA
"324","KY",2000,18,0,0,0,0,0,1,NA,0,NA,NA,NA
"325","KY",2001,18,0,0,0,0,0,1,NA,0,NA,NA,NA
"326","KY",2002,18,0,0,0,0,0,1,NA,0,NA,NA,NA
"327","KY",2003,18,0,0,0,0,0,1,NA,0,NA,NA,NA
"328","KY",2004,18,0,0,0,0,0,1,NA,0,NA,NA,NA
"329","KY",2005,18,0,0,0,0,0,1,NA,0,NA,NA,NA
"330","KY",2006,18,0,0,0,0,0,1,NA,0,NA,NA,NA
"331","KY",2007,18,0,0,0,0,0,1,NA,0,NA,NA,NA
"332","KY",2008,18,0,0,0,0,0,1,NA,0,NA,NA,NA
"333","KY",2009,18,0,0,0,0,0,1,NA,0,NA,NA,NA
"334","KY",2010,18,0,0,0,0,0,1,NA,0,NA,NA,NA
"335","KY",2011,18,0,0,0,0,0,1,NA,0,NA,NA,NA
"336","KY",2012,18,0,0,0,0,0,1,NA,0,NA,NA,NA
"337","KY",2013,18,0,0,1,0,0,1,NA,0,NA,NA,NA
"338","KY",2014,18,0,0,0,1,0,1,NA,0,NA,NA,NA
"339","KY",2015,18,0,0,0,1,0,1,NA,0,NA,NA,NA
"340","KY",2016,18,0,0,0,1,0,1,NA,0,NA,NA,NA
"341","KY",2017,18,0,0,0,1,1,1,NA,0,NA,NA,NA
"342","KY",2018,18,0,0,0,1,1,1,NA,0,NA,NA,NA
"343","LA",2000,19,0,0,0,0,0,0,0,0,NA,NA,NA
"344","LA",2001,19,0,0,0,0,0,0,0,0,NA,NA,NA
"345","LA",2002,19,0,0,0,0,0,0,0,0,NA,NA,NA
"346","LA",2003,19,0,0,0,0,0,0,0,0,NA,NA,NA
"347","LA",2004,19,0,0,0,0,0,0,0,0,NA,NA,NA
"348","LA",2005,19,0,0,0,0,0,0,0,0,NA,NA,NA
"349","LA",2006,19,0,0,0,0,0,0,0,0,NA,NA,NA
"350","LA",2007,19,0,0,0,0,0,0,0,0,NA,NA,NA
"351","LA",2008,19,0,0,0,0,0,0,0,0,NA,NA,NA
"352","LA",2009,19,0,0,0,0,0,0,0,0,NA,NA,NA
"353","LA",2010,19,0,0,0,0,0,0,0,0,NA,NA,NA
"354","LA",2011,19,0,0,0,0,0,0,0,0,NA,NA,NA
"355","LA",2012,19,0,1,0,0,0,0,0,0,NA,NA,NA
"356","LA",2013,19,0,1,1,0,0,0,0,0,NA,NA,NA
"357","LA",2014,19,0,1,0,0,0,0,0,0,NA,NA,NA
"358","LA",2015,19,0,1,0,0,0,0,0,0,NA,NA,NA
"359","LA",2016,19,0,1,0,1,1,0,0,0,NA,NA,NA
"360","LA",2017,19,0,1,0,1,1,0,0,0,NA,NA,NA
"361","LA",2018,19,0,1,0,1,1,0,0,0,NA,NA,NA
"362","MA",2000,20,0,0,0,0,0,0,0,0,NA,NA,NA
"363","MA",2001,20,0,0,0,0,0,0,0,0,NA,NA,NA
"364","MA",2002,20,0,0,0,0,0,0,0,0,NA,NA,NA
"365","MA",2003,20,0,0,0,0,0,0,0,0,NA,NA,NA
"366","MA",2004,20,0,0,0,0,0,0,0,0,NA,NA,NA
"367","MA",2005,20,0,0,0,0,0,0,0,0,NA,NA,NA
"368","MA",2006,20,0,0,0,0,0,0,0,0,NA,NA,NA
"369","MA",2007,20,0,0,0,0,0,0,0,0,NA,NA,NA
"370","MA",2008,20,0,0,0,0,0,0,0,0,NA,NA,NA
"371","MA",2009,20,0,0,0,0,0,0,0,0,NA,NA,NA
"372","MA",2010,20,0,0,0,0,0,0,0,0,NA,NA,NA
"373","MA",2011,20,0,0,0,0,0,0,0,0,NA,NA,NA
"374","MA",2012,20,0,0,0,0,0,0,0,0,NA,NA,NA
"375","MA",2013,20,0,0,1,0,0,0,0,0,NA,NA,NA
"376","MA",2014,20,0,0,1,1,0,0,0,0,NA,NA,NA
"377","MA",2015,20,0,0,1,1,0,0,0,0,NA,NA,NA
"378","MA",2016,20,0,0,0,1,0,0,0,0,NA,NA,NA
"379","MA",2017,20,0,0,0,1,1,0,0,0,NA,NA,NA
"380","MA",2018,20,0,0,0,1,1,0,0,0,NA,NA,NA
"381","MD",2000,21,0,0,0,0,0,1,0,0,NA,NA,NA
"382","MD",2001,21,0,0,0,0,0,1,0,0,NA,NA,NA
"383","MD",2002,21,0,0,0,0,0,1,0,0,NA,NA,NA
"384","MD",2003,21,0,0,0,0,0,1,0,0,NA,NA,NA
"385","MD",2004,21,0,0,0,0,0,1,0,0,NA,NA,NA
